0,1,2,3,4,5,6,7
St. Anthony,8-Jul-1922,Ice,Belle Isle,Bow damaged,September 1922,393,
Arctic,9-Jul-1922,Disabled,Off Balboa,Damaged condensers,September 1922,392,
Callao,9-Jul-1922,Disabled,Bermuda,Rudder & tanks damaged,September 1922,392,
Lafayette,9-Jul-1922,Hurricane,English Channel,Badly damaged,August 1922,335,
C. H. McCullough,10-Jul-1922,Collision,Near Detour,Not Stated,September 1922,392,
Coeur de Alene,10-Jul-1922,Struck,Faun Bar,Broken gear,September 1922,392,
McCullough,10-Jul-1922,Collision,Detour,Slight Damage,August 1922,335,
Pontiac,10-Jul-1922,Collision,Detour,Slight Damage,August 1922,335,
Pontiac,10-Jul-1922,Collision,Near Detour,Plates damaged,September 1922,392,
Valdura,10-Jul-1922,Grounded,Barbers Point,Jettison cargo,September 1922,393,
Appomattox,11-Jul-1922,Disabled,Queenstown,Engine trouble,September 1922,392,
Arlington,11-Jul-1922,"Fog, Collision",Off Castle Island,Slight Damage,September 1922,392,
Clarence Labeau,11-Jul-1922,Fire,"Toledo, Ohio",Destroyed,September 1922,392,
Dorothy Bradford,11-Jul-1922,"Fog, Collision",Off Castle Island,Slight Damage,September 1922,392,
Harriet B.,11-Jul-1922,Ashore,Three Sisters Ledge,Slight Damage,September 1922,392,
Samuel F. B. Morse,11-Jul-1922,Grounded,Ashland,Undamaged,September 1922,392,
Shenango,11-Jul-1922,Collision,Detour,Damage to plates,September 1922,392,
W. C.  Franz,11-Jul-1922,Collision,Detour,Slight damage,September 1922,393,
Cananova,12-Jul-1922,Grounded,Green Island,Not Stated,September 1922,392,
Clara  A. Donnell,12-Jul-1922,Ashore,Davis Island,Total Loss,September 1922,392,
Dartford,12-Jul-1922,Collision,New York,Not Stated,September 1922,392,
Moonlite,12-Jul-1922,Disabled,Off Cape Henry,Engine trouble,September 1922,392,
Northland,12-Jul-1922,Grounded,Puget Sound,Not Stated,September 1922,392,
Robert C. Clowry,12-Jul-1922,Disabled,Boston,Cable afoul propeller,September 1922,392,
Upton,12-Jul-1922,Collision,New York,Slight damage,September 1922,393,
Willamette,12-Jul-1922,Grounded,Puget Sound,Damage to tanks and frames,September 1922,393,
Amaganset,13-Jul-1922,Not Stated,"Off Cobbs Island,  Virginia",Foundered,September 1922,392,
Argon,13-Jul-1922,Disabled,Gibraltar,Boiler damaged,September 1922,392,
Cahill (Tug),13-Jul-1922,Collision,Norfolk,Not Stated,September 1922,392,
Ella Flaherty,13-Jul-1922,Stranded,Near Cape Henry,Not Stated,September 1922,392,
Emily,13-Jul-1922,Collision,Norfolk,Slight Damage,September 1922,392,
Jethou,13-Jul-1922,Collision,Boston,Undamaged,September 1922,392,
Marion L. Conrad,13-Jul-1922,Ashore,Cross Island,Leaking,September 1922,392,
Nevadan,13-Jul-1922,Collision,Boston,Plate dented,September 1922,392,
Noronic,13-Jul-1922,Stranded,Iroquois Point,Undamaged,September 1922,392,
Peconic,13-Jul-1922,Disabled,Norfolk,Wheel & rudder damaged,September 1922,392,
Hamlet,14-Jul-1922,Disabled,Marcus Hook,Crankshaft trouble,September 1922,392,
Ida Kieth,14-Jul-1922,Fire,Sandusky,Total loss,September 1922,392,
Jacksonville,14-Jul-1922,Grounded,New York Bay,Not Stated,September 1922,392,
Mcllvaine,14-Jul-1922,Sprung Leak,Near Beaufort,Sunk,September 1922,392,
Peter McIntyre,14-Jul-1922,Ashore,Shovelful Shoal,Slight Damage,September 1922,392,
Benjamin A. Van Brunt,15-Jul-1922,Collision,Hoboken,Damage to stern,September 1922,392,
C. M. Charnley (Tug),15-Jul-1922,Fire,"Port Jefferson, L.I.",Total Loss,September 1922,392,
Hartney W.,15-Jul-1922,"Fog, Collision",Pollock Rip,Serious damage,September 1922,392,
Herman Frasch,15-Jul-1922,"Fog, Collision",Pollock Rip,Not Stated,September 1922,392,
Locust,15-Jul-1922,Heeled Over,Boston,Sunk,September 1922,392,
Sea Scamp,15-Jul-1922,Ashore,Cape Lookout,Not Stated,September 1922,393,
Swan,15-Jul-1922,Grounded,Near Boston,Not Stated,September 1922,393,
Harry Luckenbach,16-Jul-1922,"Fog, Collision",West of Neah Bay,Not Stated,September 1922,392,
Henriette,16-Jul-1922,Total Wreck,Off Tautoga,Sank,October 1922,420,
Henry T. Scott,16-Jul-1922,"Fog, Collision",West of Neah Bay,Sunk,September 1922,392,
Huronton,16-Jul-1922,Ashore,Above Coteau,Jettison cargo,September 1922,392,
Mobile City,16-Jul-1922,"Fog, Ashore",Protection Island,Undamaged,September 1922,392,
Regina,16-Jul-1922,Heavy Weather,At Sea,Lost mainsail,September 1922,392,
West Keats,16-Jul-1922,Ashore,Panay,Rudder unshipped,September 1922,393,
Wyoming,16-Jul-1922,Collision,New York,Bow damaged,September 1922,393,
Federal,17-Jul-1922,Disabled,At Sea,Gears stripped,September 1922,392,
Hjeltenas,17-Jul-1922,Abandoned,At Sea,On Fire,September 1922,392,
King Cyrus,17-Jul-1922,Ashore,Point Chehalia,Total loss,September 1922,392,
P. N. Co. No. 14,17-Jul-1922,Turned Turtle,Off Portsmouth,Cargo lost,September 1922,392,
Santa Clara,17-Jul-1922,Fire,Calloa,Damage to cargo,September 1922,393,
Doris L. Corkum,18-Jul-1922,Ashore,Cape Ballard,May be a total loss,September 1922,392,
Susan B.,18-Jul-1922,Grounded,Middle Ground,Badly strained,September 1922,393,
Elizabeth R.,19-Jul-1922,Ashore,Straits  of Canso,Not Stated,September 1922,392,
John R. Fox,19-Jul-1922,Ashore,Island of North Caicos,Keel and rudder damaged,September 1922,392,
Northern No. 12,19-Jul-1922,Disabled,Off Lamberts Point,Leaking,August 1922,335,
Coeur d' Alene,20-Jul-1922,Collision,New York,Bow damaged,September 1922,392,
Duke,20-Jul-1922,Disabled,Delaware Breakwater,Lost Rudder,September 1922,392,
Higho,20-Jul-1922,Disabled,"Zoungoulbak, Turkey",Propeller shaft broke,September 1922,392,
Santa Isabel,20-Jul-1922,Grounded,South of Miami,Undamaged,September 1922,393,
Union City,20-Jul-1922,Collision,New York,Stern damaged,September 1922,393,
Vulcan City,20-Jul-1922,Disabled,New York,Not Stated,September 1922,393,
Eagle Boat No. 54,21-Jul-1922,Disabled,Off Hatteras,Not Stated,September 1922,392,
Haigtown,21-Jul-1922,Coal Heated,"Wilmington, North Carolina",Bulkhead destroyed,September 1922,392,
Helen Euphane,21-Jul-1922,Disabled,"Norfolk, Virginia",Propeller Damaged,September 1922,392,
Hesper,21-Jul-1922,Disabled,Near Norfolk,Leaking,September 1922,392,
Holmes A. Frank,21-Jul-1922,Ashore,Quirpon,Total wreck,September 1922,392,
Marengo,21-Jul-1922,Collision,English Channel,Undamaged,September 1922,392,
Owen J. McWilliams (Tug),21-Jul-1922,Collision,Bridgeport,Not Stated,September 1922,392,
Parima,21-Jul-1922,Fire,New York,Damage to cargo,September 1922,392,
President Monroe,21-Jul-1922,Disabled,"Plymouth, England",Steerer disabled,September 1922,392,
Remuera,21-Jul-1922,Collision,English Channel,Heavy damage,September 1922,392,
Wm. C. Bickel (Tug),21-Jul-1922,Collision,Bridgeport,Slight damage,September 1922,393,
West Durfee,22-Jul-1922,Broke From Dock,Norfolk,Slight damage,September 1922,393,
West Ira,22-Jul-1922,Disabled,Near Honolulu,Propeller blade lost,September 1922,393,
Bingham (Ferryboat),23-Jul-1922,Collision,New York,Heavy damage,September 1922,392,
E. N. Saunders,23-Jul-1922,Grounded,Kemps' Point,Undamaged,September 1922,392,
N. Y. Central Tug No. 20,23-Jul-1922,Collision,New York,Heavy damage,September 1922,392,
Phaliron,23-Jul-1922,Disabled,Hampton Roads,Machinery trouble,September 1922,392,
Canadian Pioneer,24-Jul-1922,Collision With Iceberg,Straits of Belle Isle,Hole in forepeak,September 1922,392,
Charles Braley,24-Jul-1922,"Explosion, Fire",Off  Tamipco,Total Loss,September 1922,392,
J. H. Sheadle,24-Jul-1922,On Bottom,Canadian Channel,Not Stated,September 1922,392,
S. H. Robbins,25-Jul-1922,Grounded,Buffalo,Jettison cargo and undamaged,September 1922,393,
Granite State,26-Jul-1922,Fire,Off  Magnolia,Sunk,September 1922,392,
Callista,27-Jul-1922,Collision,Not Stated,Sunk,September 1922,392,
Eveline Wilkie,27-Jul-1922,Collision,Off Plum Island,Unknown,September 1922,392,
Hawaii Maru,27-Jul-1922,Collision,Not Stated,Not Stated,September 1922,392,
Lucy Evelyn,27-Jul-1922,Collision,Off Plum Island,Slight Damage,September 1922,392,
Marion Norman,27-Jul-1922,Disabled,North-Northeast of Ambrose,In tow,September 1922,392,
Saxon Prince,27-Jul-1922,Fire,Piraeus,"Slight damage, more to cargo",September 1922,393,
J. A. Farrel,28-Jul-1922,Collision,Soo,Fantail bent,September 1922,392,
Melrose,28-Jul-1922,Sunk,"Cardinal, Ontario",Cargo considerably damaged,September 1922,392,
W. H. Wolf,28-Jul-1922,Collision,Soo,Bow buckled,September 1922,393,
Wassaic,28-Jul-1922,Disabled,"Southeast of Winter Quarter, Lake Superior",Boilers disabled,September 1922,393,
Whittier,29-Jul-1922,Foundered,Saunders Reef,Total loss,August 1922,335,
Winona,29-Jul-1922,Sank,Soulouges Canal,Cargo considerably damaged,September 1922,393,
Barbara,30-Jul-1922,On Sandbar,Near Cape Cod Canal,Slight Damage,September 1922,392,
Canadian Rover,30-Jul-1922,Ashore,"Near Vancouver, BC",Slight,September 1922,392,
Lampass,30-Jul-1922,Grounded,Near Fort Points,Undamaged,September 1922,392,
Raids Prince,30-Jul-1922,On Rocks,Lachine Rapids,Heavy damage,September 1922,392,
Vancouver Maru,30-Jul-1922,Grounded,East of Cape Henry,Lost anchor and chain,September 1922,393,
Binnedyk,31-Jul-1922,Collision,Off Kaighns Point,Damage to plates & frame,September 1922,392,
Ventnor,31-Jul-1922,Collision,Off Kaighns Point,Slight damage,September 1922,393,
Edenborn,1-Aug-1922,Grounded,Near Point Iroquois,Undamaged,September 1922,392,
Elva  L. Spurling,1-Aug-1922,Collision,Off  Cape Cod,Sunk,September 1922,392,
Emperor,1-Aug-1922,Grounded,W. Neebish Channel,Undamaged,September 1922,392,
Favonian,1-Aug-1922,Was Fouled,City Island,Not Stated,September 1922,392,
Flo F. Mader,1-Aug-1922,Fouled Schooner,City Island,Not Stated,September 1922,392,
Gopher,1-Aug-1922,Disabled,Bar Point,Not Stated,September 1922,392,
Grand Republic,1-Aug-1922,Collision,New York,Bow cut away,September 1922,392,
Lake Flournoy,1-Aug-1922,Collision,Off Cape Cod,Not Stated,September 1922,392,
Paisley,1-Aug-1922,Grounded,Point Aux Pines,Undamaged,September 1922,392,
Pennsylvanian,1-Aug-1922,Disabled,Cristobal,Lost propeller blade,September 1922,392,
Edward (Tug),2-Aug-1922,Explosion,Brooklyn,Total Loss,September 1922,392,
Emory L. Ford,2-Aug-1922,"Fog, Grounded",Near Point Iroquois,Jettison cargo,September 1922,392,
J. F. Taylor,2-Aug-1922,Disabled,Port Colbourne,Air pump broke,September 1922,392,
John A. Campbell,2-Aug-1922,Fire,Tarawa,Total loss,September 1922,392,
Tourist,2-Aug-1922,Disabled,New York,Engine trouble,September 1922,393,
Annondale,3-Aug-1922,"Fog, Adrift",Vancouver,Propeller broke,September 1922,392,
Dania,4-Aug-1922,Fire,Philadelphia,Damage to cargo,September 1922,392,
Citta di Messina,5-Aug-1922,Fire,Mediterranean  Port,Damage to cargo No. 2 hold,October 1922,420,
S. I.  H.,5-Aug-1922,"Fog, Ashore",Point Au Roche,Total loss,October 1922,420,
Titan,5-Aug-1922,Struck,Near Canso,Slight damage,September 1922,393,
Lieutenant Condon,6-Aug-1922,Struck Ledge,Off Mark Island,Rudder disabled and propeller gone,September 1922,392,
Titan,6-Aug-1922,Grounded,Straits of Canso,Considerable damage,October 1922,420,
H. F. Alexander,7-Aug-1922,Struck Rock,Near Cape  Flattery,No. 1 hold leak,September 1922,392,
Herman S. Caswell,7-Aug-1922,Collision,New York,Stem crushed,September 1922,392,
Maplehurst,7-Aug-1922,Fire,Montreal,Slight Damage,September 1922,392,
Allianca,8-Aug-1922,Disabled,Near Sandy Hook,Engine trouble,September 1922,392,
Andre Pierre,8-Aug-1922,"Fog, Stranded",Miquelon Coast,Total loss,September 1922,392,
Aster,9-Aug-1922,Grounded,Venice,Damaged Aft,October 1922,420,
Cranford,9-Aug-1922,Collision,London,Slight Damage,September 1922,392,
England Maru,9-Aug-1922,Pulled Out Bits,Near  Newport News,Also to ports,September 1922,392,
Gondia,9-Aug-1922,Typhoon,South China Coast,Believed lost,September 1922,392,
Raleigh,9-Aug-1922,Grounded,"Pt. Amour, Labrador",Probable Loss,September 1922,392,
Francis J. Reichert,10-Aug-1922,Not Stated,"East River, New York",Sunk,September 1922,392,
H. T. Harper,10-Aug-1922,Collision,North of Point Arena,Not Stated,October 1922,420,
Mary Hanlon,10-Aug-1922,Collision,North of Point Arena,Bow stove-in,October 1922,420,
Mohawk,10-Aug-1922,On Rocks,Kill van Kull,Not Stated,September 1922,392,
Northern,10-Aug-1922,Afoul,Off Sandy Hook,Not Stated,September 1922,392,
Providence,10-Aug-1922,Afoul,Off Sandy Hook,Not Stated,September 1922,392,
Tashmoo,10-Aug-1922,Fire,Cypress Island,Total Loss,September 1922,393,
Clarence P. Howland,11-Aug-1922,Collision,Staten Island Sound,"Turned turtle, sank",September 1922,392,
John Dunn,11-Aug-1922,Disabled,Soo,Buckets off wheel,September 1922,392,
Pocahontas,11-Aug-1922,Fire,Brooklyn,Not Stated,September 1922,392,
Roanoke,11-Aug-1922,Collision,Staten Island Sound,Not Stated,September 1922,392,
Alex Holley,12-Aug-1922,Collision,Detour,Slight Damage,September 1922,392,
Lages,12-Aug-1922,Disabled,Norfolk,Engine trouble,September 1922,392,
Robert Fulton,12-Aug-1922,Collision,Detour,Damage to plates,September 1922,392,
Sinsinawa,13-Aug-1922,Ashore,Leghorn,Not Stated,October 1922,420,
Bereugaria,14-Aug-1922,Struck Wreckage,At Sea,Propeller Damaged,October 1922,420,
Dorothy L. Brinkman,14-Aug-1922,Rammed in bridge,St. John River,Slight,October 1922,420,
E. J. Cobb,14-Aug-1922,Not Stated,Norfolk,Bottom damaged,October 1922,420,
Marion (tug),14-Aug-1922,Fire,"Albany, New York",Total loss,October 1922,420,
W. C. Agnew,14-Aug-1922,Collision,Hay Lake,Slight,October 1922,420,
W. C. Richardson,14-Aug-1922,Collision,Hay Lake,Two plates damaged,October 1922,420,
Georgina Rolph,15-Aug-1922,Disabled,At Sea,Tail shaft broke,October 1922,420,
Aatofagesta,17-Aug-1922,Storm,Off Chile,Heavy Damage,October 1922,420,
Olga,17-Aug-1922,Storm,Off Chile,Sank,October 1922,420,
Ultima Esperanca,17-Aug-1922,Storm,Off Chile,Grounded,October 1922,420,
Valparaiso,17-Aug-1922,Storm,Chile,Dragged anchors,October 1922,420,
Venus H.,18-Aug-1922,Grazed Ledge,Cushings Island,Slight,October 1922,420,
Bryn Mawr,19-Aug-1922,Collision,Near Mackinaw  City,Not Stated,October 1922,420,
City of Grand Haven,19-Aug-1922,Collision,Near Mackinaw  City,Stem twisted,October 1922,420,
Donaldson Lighter No. 1,19-Aug-1922,Turned Turtle,Philadelphia,Not Stated,October 1922,420,
Grace N. Pendleton,19-Aug-1922,Rough Sea,Near New Haven,Lost sail,October 1922,420,
Luke Strymon,19-Aug-1922,Fire,North Carolina Coast,Damage to compartment,October 1922,420,
Robert Luckenbach,19-Aug-1922,Disabled,Philadelphia,Steerer damaged,October 1922,420,
Bennington,20-Aug-1922,"Ashore, Leak",Seal Island,Slight,October 1922,420,
City of Buffalo,21-Aug-1922,Disabled,Buffalo,Air pump trouble,October 1922,420,
Arabic,22-Aug-1922,Disabled,Boston,,October 1922,420,
Bubbles,22-Aug-1922,Ashore,Off Green Creek,Not Stated,October 1922,420,
Clara,22-Aug-1922,Storm,Southern Chilean Coast,Foundered,October 1922,420,
Elfin II,22-Aug-1922,Ashore,"Lewes, Delaware",Full of water,October 1922,420,
Manitou,22-Aug-1922,Disabled,Frankfort Harbor,Lost wheel,October 1922,420,
Canadian Pacific Railroad Ship  No. 3,23-Aug-1922,Fire,Fort William,Destroyed,October 1922,420,
Kenora,23-Aug-1922,"Fire, Ashore",Fort William,Starboard bow scorched,October 1922,420,
Philadelphia,23-Aug-1922,"Fire, Beached",Naples,Slight,October 1922,420,
Winding Gulf,23-Aug-1922,Touched Bottom,Birds Island Flats,Undamaged,October 1922,420,
Cold Harbor,24-Aug-1922,Grounded,Columbia River,Undamaged,October 1922,420,
Denis,24-Aug-1922,Grounded,Barbados,Not Stated,October 1922,420,
Detroit,24-Aug-1922,Collision,Windsor,Not Stated,October 1922,420,
E. M. Ashley,24-Aug-1922,Not Stated,New York,Sank,October 1922,420,
Hartiagton,24-Aug-1922,Heavy Weather,Sable Island,Damage to deck fittings,October 1922,420,
Hatteras,24-Aug-1922,Not Stated,Norfolk,Cargo damaged,October 1922,420,
Hoover & Mason,24-Aug-1922,Disabled,Soo,Steerer broke,October 1922,420,
Lewis Luckenbach,24-Aug-1922,Collision,Delaware River,Hole in side,October 1922,420,
Lily,24-Aug-1922,Struck Obstacle,East of Towanda,Sunk,October 1922,420,
Promise,24-Aug-1922,Collision,Windsor,Heavy Damage,October 1922,420,
Southwestern Miller,24-Aug-1922,Collision,Delaware River,Hole in bow,October 1922,420,
Keassarge,25-Aug-1922,"Fog, Ashore",Near Tobermory,Tank punctured,October 1922,420,
Rio Grande,25-Aug-1922,Fire,Brooklyn,Heavy Damage,October 1922,420,
Satartia,25-Aug-1922,Fire,At Sea,Damage in No. 3 hold,October 1922,420,
Stanwood,25-Aug-1922,Disabled,South of Columbia River,Tail shaft broke,October 1922,420,
Alcor,26-Aug-1922,Collision,London,Damage To Bulwarks,October 1922,420,
Eastern Guide,26-Aug-1922,Disabled,At Sea,Rudder broke,October 1922,420,
Eastern King,26-Aug-1922,Disabled,St. John,Engine & boiler disabled,October 1922,420,
France,26-Aug-1922,Collision,London,Undamaged,October 1922,420,
Frances L. Taussig,26-Aug-1922,Collision,At Sea,Lost Headgear,October 1922,420,
Guiniguada,26-Aug-1922,Grounded,Off Sandy Hook Point,Not Stated,October 1922,420,
Hallgierd,26-Aug-1922,Grounded,St. John,Not Stated,October 1922,420,
Nitaka,26-Aug-1922,Typhoon,Off Kamchatka Coast,Sank,November 1922,456,
Stubbs,26-Aug-1922,Collision,At Sea,Heavy Damage,October 1922,420,
West Harshaw,26-Aug-1922,Collision,English waters,Slight,October 1922,420,
Corona,27-Aug-1922,Collision,Savannah,Damage to starboard side,October 1922,420,
Gulflight,27-Aug-1922,Hit Yacht,Savannah,Not Stated,October 1922,420,
Heiden,27-Aug-1922,Struck Obstruction,St. Clair River,Damage to wheel & rudder,October 1922,420,
Ogland,27-Aug-1922,Disabled,At Sea,Boiler Trouble,October 1922,420,
Storm King,27-Aug-1922,Disabled,Gravesend Bay,Fuel heaters disabled,October 1922,420,
Itata,28-Aug-1922,Fire,Off Chilean Coast,Sank,October 1922,420,
Nika,28-Aug-1922,Ashore,Vancouver  Island,Jettison cargo,October 1922,420,
Schohatie,28-Aug-1922,Lost Anchor & Chain,New York,Not Stated,October 1922,420,
St. Paul,28-Aug-1922,Collision,Cuxhaven,Undamaged,October 1922,420,
Stanwood,28-Aug-1922,Disabled,Near Astoria,Tail shaft broke,November 1922,457,
Wabash,28-Aug-1922,Grounded,Vancouver  Island,Undamaged,October 1922,420,
Baluchistan,29-Aug-1922,Ashore,Off White Island,Not Stated,October 1922,420,
Cubwood,29-Aug-1922,Fire,Charleston,Heavy Damage,October 1922,420,
Gray,29-Aug-1922,Grounded,Near Victoria,Taking water,October 1922,420,
Gulf of Mexico,29-Aug-1922,Disabled,Off St. George,Slight,October 1922,420,
Opland,29-Aug-1922,Collision,Sandy Hook,Port side stove-in,October 1922,420,
Potomac,29-Aug-1922,Collision,Sandy Hook,Six plates damaged,October 1922,420,
Charles M. Warner,30-Aug-1922,"Fog, Grounded",Lower St. Mary's River,Undamaged,October 1922,420,
West Hargrave,30-Aug-1922,Fire,Off Red Hook,Slight,October 1922,420,
American Legion,31-Aug-1922,Collision,Buenos Aires,Undamaged,October 1922,420,
Azopardo,31-Aug-1922,Collision,Buenos Aires,Sank,October 1922,420,
Calvin Austin,31-Aug-1922,Engine Disabled,"Off Stratford, Connecticut",Crankpin Broke,October 1922,420,
Gen.Garretson,31-Aug-1922,"Fog, Grounded",West Neebish Channel,Undamaged,October 1922,420,
J. Edward Drake,31-Aug-1922,Not Stated,At Sea,Foundered,October 1922,420,
Maplebrook,31-Aug-1922,Fire,Fort William,Slight,November 1922,456,
Boston,1-Sep-1922,Hit By Steamer,Omaha  Slip,Damage to steerer and hull,November 1922,456,
Coulee,1-Sep-1922,Explosion,At Sea,Bulkhead collapsed,October 1922,420,
E. E. Duluth,1-Sep-1922,Ran Into Steamer,Omaha  Slip,Not Stated,November 1922,456,
La Merced,September 1922,Storms,At Sea,Lost propeller and some sails,November 1922,456,
Madeleine Constance,September 1922,Fire,At Sea,Abandoned,November 1922,456,
President Cleveland,1-Sep-1922,Grounded,Yangtse River,Slight,October 1922,420,
W.  J. Patterson,1-Sep-1922,Fire,Jacksonville,Not Stated,October 1922,420,
Corinthia,2-Sep-1922,Collision,Off Sambro,Not Stated,October 1922,420,
Dryden,2-Sep-1922,Disabled,Cuxhaven,Engine damaged,October 1922,420,
Nellie J. King,2-Sep-1922,Collision,Off Sambro,Damaged,October 1922,420,
Sirius,2-Sep-1922,"Fog, Grounded",Hay Point,Undamaged,November 1922,457,
Colthraps,3-Sep-1922,Fire,Pensacola,Almost total loss,October 1922,420,
Elinor H.,3-Sep-1922,Disabled,Off Mazeppa Point,Rudder disabled,October 1922,420,
J. K. Mitchell,3-Sep-1922,Struck Wreck Steamer,Rock Ledge,Leaking badly,October 1922,420,
Andree,4-Sep-1922,Rough Sea,Bilboa,Cargo slightly damaged,October 1922,420,
Canadian Beaver,4-Sep-1922,Disabled,Barbados,Propeller blade lost,October 1922,420,
Duquesne,4-Sep-1922,Fire,New  Orleans,Slight damage,November 1922,456,
Maid of Canada,4-Sep-1922,Collision,Off Halifax,Sank,October 1922,420,
Sadie Mack,4-Sep-1922,Collision,Off Halifax,Not Stated,October 1922,420,
**Not Readable**,6-Sep-1922,Collision,Montreal harbor,Not Stated,October 1922,420,
Bethore,6-Sep-1922,Grounded,Off St. George,Not Stated,October 1922,420,
City of Baltimore,6-Sep-1922,Sails Gone,SW of Bogue  Inlet,Waterlogged,October 1922,420,
Edmonton,6-Sep-1922,Collision,Montreal harbor,Damaged,October 1922,420,
Mariner (Tug),6-Sep-1922,Fire,Galveston,Damage to engine room,November 1922,456,
Jerka,7-Sep-1922,Ashore,"Sodus Point, Lake Ontario",Full of water,October 1922,420,
Palembang,7-Sep-1922,Grounded,Jacksonville,Not Stated,November 1922,457,
Princess Maquinna,7-Sep-1922,Struck Rock,Vancouver  Island,Slight,October 1922,420,
Sagony,7-Sep-1922,Collision,Off Stapleton,Slight,October 1922,420,
Swifteagle,7-Sep-1922,Collision,Off Stapleton,Slight,October 1922,420,
Aagot,8-Sep-1922,Collision,Red Hook Flats,Slight,November 1922,456,
H. B. Lovejoy,8-Sep-1922,Grounded,Columbia River,Part of deckload overboard,November 1922,456,
Plainfield,8-Sep-1922,Collision,Red Hook Flats,Slight damage,November 1922,457,
President Pierce,8-Sep-1922,Disabled,New York,Machinery trouble,October 1922,420,
Hammonia,9-Sep-1922,Storm,"Off Vigo, Spain",Sank,November 1922,456,
Nuria,9-Sep-1922,Fire,Barcelona,No. 3 & 4 holds damaged,November 1922,456,
Red Hook,9-Sep-1922,Grounded,Red Hook Flats,Not Stated,November 1922,457,
Bantu,10-Sep-1922,Ashore,Rodden Island,Holds leaking,November 1922,456,
Bylayl,11-Sep-1922,Collision,Off Liberty,Damage to stern,November 1922,456,
Carlier,11-Sep-1922,Collision,Off Liberty,Not Stated,November 1922,456,
Home,11-Sep-1922,Ashore,Straits of Belle Isle,Total Loss,November 1922,456,
Lovejoy,11-Sep-1922,Ashore,Columbia River,Partly submerged,November 1922,456,
Paris,11-Sep-1922,Fire,"North River, New York",Slight damage,November 1922,457,
Tamara XI,11-Sep-1922,Ashore,Uleaborg,Total wreck,November 1922,457,
Anne Hanify,12-Sep-1922,Disabled,San Francisco,Boiler Trouble,November 1922,456,
Pierre Barados,12-Sep-1922,Not Stated,At Sea,Foundered,November 1922,457,
Romanstar,12-Sep-1922,Collision,Erith Reach,Slight damage,November 1922,457,
Ruth Kayser,12-Sep-1922,Struck Mole,Bremen,Heavy damage,November 1922,457,
Skipsea,12-Sep-1922,Bunkers On Fire,At Sea,Damage to coal and slight to cargo,November 1922,457,
Utsire,12-Sep-1922,Collision,Erith Reach,Heavy damage,November 1922,457,
Danville,13-Sep-1922,Ashore,NearTampico,"Rudder gone, engine disabled",November 1922,456,
Datchet,13-Sep-1922,Collision,Off Sabine Point,No damage,November 1922,456,
Gracie B.,13-Sep-1922,Collision,Hampton Roads,Sank,November 1922,456,
Harriet C. Whitehead,13-Sep-1922,Collision,Off Sabine Point,Plank damaged,November 1922,456,
Morristown,13-Sep-1922,Fire,Delaware River,No damage reported,November 1922,456,
Norfolk (Tug),13-Sep-1922,Collision,Hampton Roads,Not Stated,November 1922,456,
Roman Prince,13-Sep-1922,Fire,Panama,Damage in after hold,November 1922,457,
Yucatan,13-Sep-1922,Stranded,Tampico,Not Stated,November 1922,457,
Azumasan Maru,14-Sep-1922,Listed,Tacoma,Not Stated,November 1922,456,
Minnie & Maude,14-Sep-1922,Ashore,Pamlico Sound,Not Stated,November 1922,456,
Wilhelmina,14-Sep-1922,Disabled,Honolulu,Lost side port,November 1922,457,
Annie M.,16-Sep-1922,Collision,Little Bras d'Or,Sank,November 1922,456,
Belvernon,16-Sep-1922,Collision,Little Bras d'Or,Not Stated,November 1922,456,
Fort George,16-Sep-1922,Ashore,Indian Island,Not Stated,November 1922,456,
Lake George,16-Sep-1922,Ashore,La Harve,Jettison Cargo,November 1922,456,
Queen,16-Sep-1922,Grounded,Near Prince Rupert,Undamaged,November 1922,457,
Southern Cross,16-Sep-1922,Disabled,New York,Steerer Trouble,November 1922,457,
West Totant,16-Sep-1922,Stranded,Pacific Reef,Not Stated,November 1922,457,
Anvil,17-Sep-1922,Ashore,"Port  Angeles, Washington",Damaged,November 1922,456,
Cardonia,17-Sep-1922,Disabled,Key West,Damage to refrigeration plant,November 1922,456,
East Side,17-Sep-1922,Grounded,Off Fort Mifflin,Not Stated,November 1922,456,
Eastern King,17-Sep-1922,Fire,At Sea,Damage to cargo,November 1922,456,
Abbie S. Walker,18-Sep-1922,Ashore,Kennebec  River,Strained,November 1922,456,
Atalia,18-Sep-1922,Collision,Norfolk,Not Stated,November 1922,456,
Edward Page,18-Sep-1922,Collision,Norfolk,Not Stated,November 1922,456,
George Curtis,18-Sep-1922,"Fog, Collision",10 Miles off Seattle,Slight,November 1922,456,
John J. Barlum,18-Sep-1922,"Leak, Sunk",Off Cedar  Point,Total Loss,November 1922,456,
Kaga Maru,18-Sep-1922,"Fog, Collision",10 Miles off Seattle,Slight damage,November 1922,456,
Ottar,18-Sep-1922,Struck on Breakwater,Dover,Forepeak leaking,November 1922,457,
Sara Eaton,18-Sep-1922,Grounded,Pollock Rip,Leaking badly,November 1922,457,
Thomas P. Wand,18-Sep-1922,Ashore,Near Pfeiffers Point,Will be total loss,November 1922,457,
Comino,19-Sep-1922,Grounded,Below Varrennes,Jettison Cargo,November 1922,456,
Daisy Freeman,19-Sep-1922,Disabled,Off Oregon,Broke propeller shaft,November 1922,456,
Ripogenus,19-Sep-1922,Collision,Hampton Roads,Slight damage,November 1922,457,
